medidor,kwh_a,delta_kwh_a,kvah_a,delta_kvah_a,tensao_a,corrente_a,kwh_b,delta_kwh_b,kvah_b,delta_kvah_b,tensao_b,corrente_b,kwh_c,delta_kwh_c,kvah_c,delta_kvah_c,tensao_c,corrente_c,temperatura,conexao_wifi,conexao_ethernet,cartao_sd,rtc,data,criado_em
Med. 2 de consumo em rede trifasica (Need),0.02845,3e-05,0.03925,7e-05,222.87,0.31,0.05329,0.00016,0.0956,0.00027,223.98,1.47,0.02589,6e-05,0.03975,0.00011,221.47,0.48,,True,False,False,True,2020-04-19 06:37:04+00:00,2020-04-19 06:38:13.911027+00:00
Med. 2 de consumo em rede trifasica (Need),0.02842,5e-05,0.03918,9e-05,222.74,0.31,0.05313,0.00025,0.09533,0.0006,224.1,1.44,0.02583,9e-05,0.03964,0.00014,221.29,0.47,,True,False,False,True,2020-04-19 06:34:31+00:00,2020-04-19 06:35:43.274660+00:00
Med. 2 de consumo em rede trifasica (Need),0.02837,3e-05,0.03909,7e-05,222.69,0.31,0.05288,0.00014,0.09473,0.00023,223.65,1.33,0.02574,6e-05,0.0395,0.0001,221.73,0.48,,True,False,False,True,2020-04-19 06:31:57+00:00,2020-04-19 06:33:10.289754+00:00
Med. 2 de consumo em rede trifasica (Need),0.02834,3e-05,0.03902,7e-05,222.45,0.31,0.05274,0.00019,0.0945,0.00033,223.12,1.42,0.02568,6e-05,0.0394,0.0001,222.24,0.48,,True,False,False,True,2020-04-19 06:29:26+00:00,2020-04-19 06:30:39.146056+00:00
Med. 2 de consumo em rede trifasica (Need),0.02831,3e-05,0.03895,7e-05,222.52,0.31,0.05255,0.00019,0.09417,0.00041,222.98,1.57,0.02562,6e-05,0.0393,0.0001,222.06,0.48,,True,False,False,True,2020-04-19 06:26:56+00:00,2020-04-19 06:28:08.506882+00:00
Med. 2 de consumo em rede trifasica (Need),0.02828,3e-05,0.03888,7e-05,223.04,0.32,0.05236,0.00017,0.09376,0.0004,223.25,1.48,0.02556,6e-05,0.0392,0.0001,221.7,0.51,,False,False,False,True,2020-04-19 06:24:25+00:00,2020-04-19 06:25:38.131778+00:00
Med. 2 de consumo em rede trifasica (Need),0.02825,3e-05,0.03881,7e-05,222.65,0.31,0.05219,0.00017,0.09336,0.0003,223.72,1.38,0.0255,6e-05,0.0391,0.0001,222.16,0.47,,True,False,False,True,2020-04-19 06:19:23+00:00,2020-04-19 06:20:35.491490+00:00
Med. 2 de consumo em rede trifasica (Need),0.02822,3e-05,0.03874,7e-05,222.54,0.31,0.05202,0.00015,0.09306,0.00026,224.13,1.36,0.02544,6e-05,0.039,0.0001,222.28,0.47,,True,False,False,True,2020-04-19 06:16:52+00:00,2020-04-19 06:18:02.238353+00:00
Med. 2 de consumo em rede trifasica (Need),0.02819,3e-05,0.03867,7e-05,222.54,0.31,0.05187,0.00013,0.0928,0.00021,223.97,1.42,0.02538,6e-05,0.0389,0.0001,222.05,0.48,,True,False,False,True,2020-04-19 06:14:22+00:00,2020-04-19 06:15:31.968931+00:00
Med. 2 de consumo em rede trifasica (Need),0.02816,3e-05,0.0386,7e-05,222.57,0.31,0.05174,0.00017,0.09259,0.00029,223.52,1.39,0.02532,6e-05,0.0388,0.0001,222.43,0.47,,True,False,False,True,2020-04-19 06:11:51+00:00,2020-04-19 06:13:01.394826+00:00
Med. 2 de consumo em rede trifasica (Need),0.02813,3e-05,0.03853,7e-05,222.81,0.31,0.05157,0.00016,0.0923,0.00027,223.34,1.38,0.02526,7e-05,0.0387,0.0001,222.68,0.48,,True,False,False,True,2020-04-19 06:09:18+00:00,2020-04-19 06:10:31.099339+00:00
Med. 2 de consumo em rede trifasica (Need),0.0281,3e-05,0.03846,7e-05,223.03,0.31,0.05141,0.00016,0.09203,0.00027,223.47,1.29,0.02519,6e-05,0.0386,0.0001,222.36,0.47,,True,False,False,True,2020-04-19 06:06:48+00:00,2020-04-19 06:08:00.061503+00:00
Med. 2 de consumo em rede trifasica (Need),0.02807,3e-05,0.03839,7e-05,222.93,0.31,0.05125,0.00016,0.09176,0.00027,223.88,1.46,0.02513,6e-05,0.0385,0.0001,221.7,0.48,,True,False,False,True,2020-04-19 06:04:17+00:00,2020-04-19 06:05:29.515918+00:00
Med. 2 de consumo em rede trifasica (Need),0.02804,3e-05,0.03832,7e-05,223.05,0.31,0.05109,0.0002,0.09149,0.00035,223.79,1.58,0.02507,6e-05,0.0384,0.0001,222.03,0.48,,True,False,False,True,2020-04-19 06:01:47+00:00,2020-04-19 06:02:59.212201+00:00
Med. 2 de consumo em rede trifasica (Need),0.02801,3e-05,0.03825,7e-05,223.04,0.31,0.05089,0.0002,0.09114,0.00034,223.61,1.55,0.02501,7e-05,0.0383,0.0001,222.44,0.48,,True,False,False,True,2020-04-19 05:59:16+00:00,2020-04-19 06:00:28.880530+00:00
Med. 2 de consumo em rede trifasica (Need),0.02798,3e-05,0.03818,7e-05,223.34,0.31,0.05069,0.00022,0.0908,0.00038,223.31,1.57,0.02494,6e-05,0.0382,0.0001,222.33,0.48,,True,False,False,True,2020-04-19 05:56:43+00:00,2020-04-19 05:57:54.019024+00:00
Med. 2 de consumo em rede trifasica (Need),0.02795,3e-05,0.03811,7e-05,223.26,0.31,0.05047,0.00018,0.09042,0.00031,223.26,1.44,0.02488,6e-05,0.0381,0.0001,221.84,0.47,,True,False,False,True,2020-04-19 05:54:13+00:00,2020-04-19 05:55:23.068546+00:00
Med. 2 de consumo em rede trifasica (Need),0.02792,3e-05,0.03804,7e-05,223.08,0.31,0.05029,0.00016,0.09011,0.00027,223.03,1.47,0.02482,6e-05,0.038,0.0001,222.17,0.47,,True,False,False,True,2020-04-19 05:51:42+00:00,2020-04-19 05:52:55.122176+00:00
Med. 2 de consumo em rede trifasica (Need),0.02789,3e-05,0.03797,7e-05,222.92,0.31,0.05013,0.00016,0.08984,0.00027,223.8,1.45,0.02476,7e-05,0.0379,0.00011,222.07,0.48,,True,False,False,True,2020-04-19 05:49:12+00:00,2020-04-19 05:50:24.408944+00:00
Med. 2 de consumo em rede trifasica (Need),0.02786,3e-05,0.0379,7e-05,222.99,0.31,0.04997,0.00019,0.08957,0.00046,224.11,1.54,0.02469,7e-05,0.03779,0.00011,221.49,0.48,,True,False,False,True,2020-04-19 05:46:41+00:00,2020-04-19 05:47:54.167168+00:00
Med. 2 de consumo em rede trifasica (Need),0.02783,4e-05,0.03783,9e-05,222.94,0.31,0.04978,0.00027,0.08911,0.00054,223.6,1.62,0.02462,9e-05,0.03768,0.00014,221.73,0.48,,True,False,False,True,2020-04-19 05:44:08+00:00,2020-04-19 05:45:21.270259+00:00
Med. 2 de consumo em rede trifasica (Need),0.02779,3e-05,0.03774,7e-05,222.83,0.31,0.04951,0.00021,0.08857,0.00036,223.29,1.67,0.02453,6e-05,0.03754,0.0001,222.17,0.48,,True,False,False,True,2020-04-19 05:41:38+00:00,2020-04-19 05:42:50.426346+00:00
Med. 2 de consumo em rede trifasica (Need),0.02776,3e-05,0.03767,7e-05,222.97,0.31,0.0493,0.00022,0.08821,0.00039,223.3,1.55,0.02447,6e-05,0.03744,0.0001,222.16,0.48,,True,False,False,True,2020-04-19 05:39:07+00:00,2020-04-19 05:40:20.378410+00:00
Med. 2 de consumo em rede trifasica (Need),0.02773,3e-05,0.0376,7e-05,222.94,0.31,0.04908,0.00019,0.08782,0.00041,223.06,1.47,0.02441,6e-05,0.03734,0.00011,222.11,0.48,,True,False,False,True,2020-04-19 05:36:37+00:00,2020-04-19 05:37:47.198900+00:00
Med. 2 de consumo em rede trifasica (Need),0.0277,3e-05,0.03753,7e-05,222.92,0.31,0.04889,0.00016,0.08741,0.00027,223.42,1.5,0.02435,6e-05,0.03723,0.0001,221.9,0.48,,True,False,False,True,2020-04-19 05:34:06+00:00,2020-04-19 05:35:19.052744+00:00
Med. 2 de consumo em rede trifasica (Need),0.02767,3e-05,0.03746,7e-05,222.69,0.31,0.04873,0.00016,0.08714,0.00026,223.8,1.32,0.02429,6e-05,0.03713,0.0001,221.7,0.48,,True,False,False,True,2020-04-19 05:29:04+00:00,2020-04-19 05:30:17.177520+00:00
Med. 2 de consumo em rede trifasica (Need),0.02764,3e-05,0.03739,7e-05,222.4,0.31,0.04857,0.00016,0.08688,0.00026,223.76,1.39,0.02423,7e-05,0.03703,0.00011,221.79,0.48,,True,False,False,True,2020-04-19 05:26:34+00:00,2020-04-19 05:27:44.010878+00:00
Med. 2 de consumo em rede trifasica (Need),0.02761,3e-05,0.03732,7e-05,222.13,0.31,0.04841,0.00019,0.08662,0.00033,223.67,1.43,0.02416,6e-05,0.03692,0.0001,221.78,0.88,,True,False,False,True,2020-04-19 05:24:03+00:00,2020-04-19 05:25:16.192044+00:00
Med. 2 de consumo em rede trifasica (Need),0.02758,3e-05,0.03725,7e-05,222.27,0.31,0.04822,0.00018,0.08629,0.0003,223.66,1.37,0.0241,6e-05,0.03682,0.0001,221.28,0.48,,True,False,False,True,2020-04-19 05:21:33+00:00,2020-04-19 05:22:48.254424+00:00
Med. 2 de consumo em rede trifasica (Need),0.02755,3e-05,0.03718,7e-05,222.03,0.31,0.04804,0.00016,0.08599,0.00027,223.57,1.32,0.02404,6e-05,0.03672,0.0001,221.43,0.48,,True,False,False,True,2020-04-19 05:19:03+00:00,2020-04-19 05:20:16.167038+00:00
Med. 2 de consumo em rede trifasica (Need),0.02752,3e-05,0.03711,7e-05,222.12,0.31,0.04788,0.00016,0.08572,0.00027,223.16,1.34,0.02398,6e-05,0.03662,0.0001,221.69,0.48,,True,False,False,True,2020-04-19 05:16:29+00:00,2020-04-19 05:17:41.944833+00:00
Med. 2 de consumo em rede trifasica (Need),0.02749,3e-05,0.03704,7e-05,222.14,0.31,0.04772,0.00016,0.08545,0.00027,223.11,1.44,0.02392,6e-05,0.03652,0.0001,221.72,0.48,,True,False,False,True,2020-04-19 05:13:59+00:00,2020-04-19 05:15:09.054755+00:00
Med. 2 de consumo em rede trifasica (Need),0.02746,3e-05,0.03697,7e-05,221.88,0.31,0.04756,0.00015,0.08518,0.00025,223.23,1.35,0.02386,6e-05,0.03642,0.0001,221.92,0.48,,True,False,False,True,2020-04-19 05:11:28+00:00,2020-04-19 05:12:40.874457+00:00
Med. 2 de consumo em rede trifasica (Need),0.02743,3e-05,0.0369,7e-05,221.94,0.31,0.04741,0.00014,0.08493,0.00031,223.52,1.33,0.0238,6e-05,0.03632,0.0001,221.22,0.48,,True,False,False,True,2020-04-19 05:08:58+00:00,2020-04-19 05:10:07.810829+00:00
Med. 2 de consumo em rede trifasica (Need),0.0274,3e-05,0.03683,7e-05,222.09,0.31,0.04727,0.00017,0.08462,0.00028,223.37,1.35,0.02374,6e-05,0.03622,0.0001,220.97,0.48,,True,False,False,True,2020-04-19 05:06:27+00:00,2020-04-19 05:07:37.054683+00:00
Med. 2 de consumo em rede trifasica (Need),0.02737,3e-05,0.03676,7e-05,222.05,0.31,0.0471,0.00016,0.08434,0.00027,223.2,1.37,0.02368,6e-05,0.03612,0.0001,221.1,0.48,,True,False,False,True,2020-04-19 05:03:54+00:00,2020-04-19 05:05:06.933923+00:00
Med. 2 de consumo em rede trifasica (Need),0.02734,3e-05,0.03669,7e-05,222.19,0.31,0.04694,0.00016,0.08407,0.00027,222.86,1.38,0.02362,6e-05,0.03602,0.0001,221.21,0.48,,True,False,False,True,2020-04-19 05:01:24+00:00,2020-04-19 05:02:36.899313+00:00
Med. 2 de consumo em rede trifasica (Need),0.02731,3e-05,0.03662,7e-05,222.28,0.31,0.04678,0.00016,0.0838,0.00027,222.29,1.53,0.02356,7e-05,0.03592,0.0001,221.09,0.48,,True,False,False,True,2020-04-19 04:58:53+00:00,2020-04-19 05:00:05.936149+00:00
Med. 2 de consumo em rede trifasica (Need),0.02728,3e-05,0.03655,7e-05,222.21,0.31,0.04662,0.00024,0.08353,0.00042,222.31,1.47,0.02349,6e-05,0.03582,0.0001,221.3,0.48,,True,False,False,True,2020-04-19 04:56:23+00:00,2020-04-19 04:57:36.641147+00:00
Med. 2 de consumo em rede trifasica (Need),0.02725,3e-05,0.03648,7e-05,222.48,0.31,0.04638,0.00018,0.08311,0.00034,222.3,1.37,0.02343,7e-05,0.03572,0.0001,221.47,0.48,,True,False,False,True,2020-04-19 04:53:52+00:00,2020-04-19 04:55:05.227267+00:00
Med. 2 de consumo em rede trifasica (Need),0.02722,3e-05,0.03641,7e-05,222.17,0.31,0.0462,0.00017,0.08277,0.00029,222.73,1.36,0.02336,6e-05,0.03562,0.00011,220.94,0.48,,True,False,False,True,2020-04-19 04:51:19+00:00,2020-04-19 04:52:31.913155+00:00
Med. 2 de consumo em rede trifasica (Need),0.02719,3e-05,0.03634,7e-05,222.35,0.31,0.04603,0.00019,0.08248,0.00031,224.16,1.34,0.0233,7e-05,0.03551,0.00011,221.57,0.48,,True,False,False,True,2020-04-19 04:48:49+00:00,2020-04-19 04:49:59.674517+00:00
Med. 2 de consumo em rede trifasica (Need),0.02716,3e-05,0.03627,7e-05,222.35,0.31,0.04584,0.00017,0.08217,0.00036,224.21,1.39,0.02323,6e-05,0.0354,0.0001,222.24,0.48,,True,False,False,True,2020-04-19 04:46:18+00:00,2020-04-19 04:47:28.585087+00:00
Med. 2 de consumo em rede trifasica (Need),0.02713,3e-05,0.0362,7e-05,222.93,0.31,0.04567,0.00016,0.08181,0.00027,223.59,1.29,0.02317,6e-05,0.0353,0.0001,222.22,0.48,,True,False,False,True,2020-04-19 04:43:48+00:00,2020-04-19 04:45:00.759395+00:00
Med. 2 de consumo em rede trifasica (Need),0.0271,3e-05,0.03613,7e-05,222.99,0.31,0.04551,0.00016,0.08154,0.00028,223.4,1.3,0.02311,6e-05,0.0352,0.0001,221.99,0.48,,True,False,False,True,2020-04-19 04:41:18+00:00,2020-04-19 04:42:30.591193+00:00
Med. 2 de consumo em rede trifasica (Need),0.02707,3e-05,0.03606,7e-05,222.83,0.31,0.04535,0.00016,0.08126,0.00026,223.44,1.37,0.02305,6e-05,0.0351,0.0001,222.16,0.48,,True,False,False,True,2020-04-19 04:38:45+00:00,2020-04-19 04:39:57.810450+00:00
Med. 2 de consumo em rede trifasica (Need),0.02704,3e-05,0.03599,7e-05,222.87,0.31,0.04519,0.00015,0.081,0.00035,223.1,1.41,0.02299,6e-05,0.035,0.0001,222.4,0.48,,True,False,False,True,2020-04-19 04:36:14+00:00,2020-04-19 04:37:27.376261+00:00
Med. 2 de consumo em rede trifasica (Need),0.02701,3e-05,0.03592,7e-05,222.7,0.31,0.04504,0.00017,0.08065,0.00028,223.44,1.43,0.02293,6e-05,0.0349,0.0001,222.45,0.48,,True,False,False,True,2020-04-19 04:33:44+00:00,2020-04-19 04:34:56.956116+00:00
Med. 2 de consumo em rede trifasica (Need),0.02698,3e-05,0.03585,7e-05,222.7,0.31,0.04487,0.0002,0.08037,0.00034,223.59,1.42,0.02287,7e-05,0.0348,0.00011,222.25,0.48,,True,False,False,True,2020-04-19 04:31:13+00:00,2020-04-19 04:32:27.386177+00:00
Med. 2 de consumo em rede trifasica (Need),0.02695,3e-05,0.03578,7e-05,222.99,0.31,0.04467,0.00016,0.08003,0.00029,223.43,1.44,0.0228,7e-05,0.03469,0.00011,222.12,0.48,,True,False,False,True,2020-04-19 04:28:43+00:00,2020-04-19 04:29:55.880099+00:00
Med. 2 de consumo em rede trifasica (Need),0.02692,4e-05,0.03571,9e-05,223.01,0.31,0.04451,0.00024,0.07974,0.00041,223.27,1.48,0.02273,9e-05,0.03458,0.00014,222.15,0.48,,True,False,False,True,2020-04-19 04:26:10+00:00,2020-04-19 04:27:20.488218+00:00
Med. 2 de consumo em rede trifasica (Need),0.02688,3e-05,0.03562,7e-05,222.89,0.31,0.04427,0.00018,0.07933,0.0003,223.11,1.43,0.02264,6e-05,0.03444,0.0001,222.25,0.48,,True,False,False,True,2020-04-19 04:23:36+00:00,2020-04-19 04:24:49.087073+00:00
Med. 2 de consumo em rede trifasica (Need),0.02685,3e-05,0.03555,7e-05,223.27,0.31,0.04409,0.00017,0.07903,0.00033,223.46,1.41,0.02258,6e-05,0.03434,0.0001,222.59,0.48,,True,False,False,True,2020-04-19 04:21:06+00:00,2020-04-19 04:22:18.450027+00:00
Med. 2 de consumo em rede trifasica (Need),0.02682,3e-05,0.03548,7e-05,223.27,0.31,0.04392,0.00019,0.0787,0.00033,223.99,1.46,0.02252,7e-05,0.03424,0.00011,222.77,0.48,,True,False,False,True,2020-04-19 04:18:35+00:00,2020-04-19 04:19:48.170978+00:00
Med. 2 de consumo em rede trifasica (Need),0.02679,3e-05,0.03541,7e-05,223.59,0.32,0.04373,0.00019,0.07837,0.00036,223.78,1.45,0.02245,6e-05,0.03413,0.0001,223.01,0.51,,False,False,False,True,2020-04-19 04:16:05+00:00,2020-04-19 04:17:15.751318+00:00
Med. 2 de consumo em rede trifasica (Need),0.02676,3e-05,0.03534,7e-05,223.92,0.31,0.04354,0.00018,0.07801,0.0003,223.52,1.5,0.02239,0.00014,0.03403,0.00019,222.33,0.89,,True,False,False,True,2020-04-19 04:11:03+00:00,2020-04-19 04:12:15.408210+00:00
Med. 2 de consumo em rede trifasica (Need),0.02673,4e-05,0.03527,7e-05,223.82,0.31,0.04336,0.00018,0.07771,0.0003,223.13,1.48,0.02225,0.00014,0.03384,0.0002,222.72,0.9,,True,False,False,True,2020-04-19 04:08:32+00:00,2020-04-19 04:09:45.390833+00:00
Med. 2 de consumo em rede trifasica (Need),0.02669,3e-05,0.0352,7e-05,223.81,0.31,0.04318,0.00018,0.07741,0.00031,223.05,1.41,0.02211,0.00014,0.03364,0.00019,222.38,0.89,,True,False,False,True,2020-04-19 04:06:02+00:00,2020-04-19 04:07:14.763461+00:00
Med. 2 de consumo em rede trifasica (Need),0.02666,3e-05,0.03513,7e-05,223.4,0.31,0.043,0.00017,0.0771,0.0003,223.91,1.51,0.02197,0.00014,0.03345,0.00019,221.82,0.9,,True,False,False,True,2020-04-19 04:03:31+00:00,2020-04-19 04:04:44.331918+00:00
Med. 2 de consumo em rede trifasica (Need),0.02663,4e-05,0.03506,7e-05,223.51,0.31,0.04283,0.0002,0.0768,0.00035,223.83,1.52,0.02183,0.00014,0.03326,0.00019,221.64,0.89,,True,False,False,True,2020-04-19 04:00:59+00:00,2020-04-19 04:02:11.341068+00:00
Med. 2 de consumo em rede trifasica (Need),0.02659,3e-05,0.03499,7e-05,223.05,0.31,0.04263,0.00017,0.07645,0.00037,223.15,1.42,0.02169,0.00014,0.03307,0.00019,222.28,0.89,,True,False,False,True,2020-04-19 03:58:28+00:00,2020-04-19 03:59:41.199140+00:00
Med. 2 de consumo em rede trifasica (Need),0.02656,3e-05,0.03492,7e-05,222.79,0.31,0.04246,0.00017,0.07608,0.00041,223.07,1.49,0.02155,0.00014,0.03288,0.00019,222.17,0.9,,True,False,False,True,2020-04-19 03:55:58+00:00,2020-04-19 03:57:10.689504+00:00
Med. 2 de consumo em rede trifasica (Need),0.02653,3e-05,0.03485,7e-05,223.02,0.31,0.04229,0.00018,0.07567,0.00029,223.27,1.44,0.02141,0.00014,0.03269,0.0002,221.94,0.89,,True,False,False,True,2020-04-19 03:53:27+00:00,2020-04-19 03:54:37.278243+00:00
Med. 2 de consumo em rede trifasica (Need),0.0265,3e-05,0.03478,7e-05,223.52,0.31,0.04211,0.00019,0.07538,0.00044,222.93,1.45,0.02127,0.00014,0.03249,0.00019,222.0,0.9,,True,False,False,True,2020-04-19 03:50:56+00:00,2020-04-19 03:52:09.700143+00:00
Med. 2 de consumo em rede trifasica (Need),0.02647,3e-05,0.03471,7e-05,223.54,0.31,0.04192,0.00019,0.07494,0.00032,223.6,1.54,0.02113,0.00014,0.0323,0.00019,221.93,0.9,,True,False,False,True,2020-04-19 03:45:53+00:00,2020-04-19 03:47:05.605611+00:00
Med. 2 de consumo em rede trifasica (Need),0.02644,3e-05,0.03464,7e-05,223.27,0.31,0.04173,0.0002,0.07462,0.00035,223.21,1.55,0.02099,0.00014,0.03211,0.0002,222.02,0.9,,True,False,False,True,2020-04-19 03:43:22+00:00,2020-04-19 03:44:35.119155+00:00
Med. 2 de consumo em rede trifasica (Need),0.02641,4e-05,0.03457,7e-05,222.09,0.31,0.04153,0.00016,0.07427,0.00026,223.47,1.43,0.02085,0.00014,0.03191,0.0002,222.14,0.9,,True,False,False,True,2020-04-19 03:40:52+00:00,2020-04-19 03:42:04.522256+00:00
Med. 2 de consumo em rede trifasica (Need),0.02637,3e-05,0.0345,7e-05,222.57,0.31,0.04137,0.00017,0.07401,0.00036,223.29,1.45,0.02071,0.00014,0.03171,0.0002,222.24,0.9,,True,False,False,True,2020-04-19 03:38:21+00:00,2020-04-19 03:39:34.505412+00:00
Med. 2 de consumo em rede trifasica (Need),0.02634,4e-05,0.03443,7e-05,222.72,0.31,0.0412,0.00018,0.07365,0.00029,223.25,1.45,0.02057,0.00014,0.03151,0.0002,222.24,0.9,,True,False,False,True,2020-04-19 03:35:48+00:00,2020-04-19 03:37:01.419272+00:00
Med. 2 de consumo em rede trifasica (Need),0.0263,4e-05,0.03436,7e-05,222.51,0.31,0.04102,0.00018,0.07336,0.0003,223.57,1.46,0.02043,0.00014,0.03131,0.0002,221.91,0.9,,True,False,False,True,2020-04-19 03:33:18+00:00,2020-04-19 03:34:31.076411+00:00
Med. 2 de consumo em rede trifasica (Need),0.02626,4e-05,0.03429,7e-05,222.56,0.31,0.04084,0.00016,0.07306,0.00027,223.78,1.42,0.02029,0.00014,0.03111,0.0002,221.84,0.9,,True,False,False,True,2020-04-19 03:30:47+00:00,2020-04-19 03:32:00.320125+00:00
Med. 2 de consumo em rede trifasica (Need),0.02622,3e-05,0.03422,7e-05,222.56,0.31,0.04068,0.00019,0.07279,0.00032,223.4,1.39,0.02015,0.00015,0.03091,0.0002,222.0,0.9,,True,False,False,True,2020-04-19 03:28:17+00:00,2020-04-19 03:29:29.820346+00:00
Med. 2 de consumo em rede trifasica (Need),0.02619,3e-05,0.03415,7e-05,222.64,0.31,0.04049,0.00019,0.07247,0.00033,223.1,1.47,0.02,0.00014,0.03071,0.0002,221.91,0.9,,True,False,False,True,2020-04-19 03:25:46+00:00,2020-04-19 03:26:59.233400+00:00
Med. 2 de consumo em rede trifasica (Need),0.02616,4e-05,0.03408,9e-05,222.43,0.31,0.0403,0.00022,0.07214,0.00035,223.2,1.41,0.01986,0.0002,0.03051,0.00027,222.03,0.91,,True,False,False,True,2020-04-19 03:23:13+00:00,2020-04-19 03:24:26.381020+00:00
Med. 2 de consumo em rede trifasica (Need),0.02612,4e-05,0.03399,7e-05,222.33,0.31,0.04008,0.00018,0.07179,0.0003,223.11,1.39,0.01966,0.00015,0.03024,0.0002,222.05,0.91,,True,False,False,True,2020-04-19 03:20:43+00:00,2020-04-19 03:21:55.843736+00:00
Med. 2 de consumo em rede trifasica (Need),0.02608,3e-05,0.03392,7e-05,222.33,0.31,0.0399,0.00018,0.07149,0.00038,223.19,1.46,0.01951,0.00015,0.03004,0.0002,221.87,0.92,,True,False,False,True,2020-04-19 03:18:12+00:00,2020-04-19 03:19:25.643324+00:00
Med. 2 de consumo em rede trifasica (Need),0.02605,3e-05,0.03385,7e-05,222.32,0.31,0.03972,0.00018,0.07111,0.0003,223.46,1.49,0.01936,0.00015,0.02984,0.0002,221.67,0.92,,True,False,False,True,2020-04-19 03:15:42+00:00,2020-04-19 03:16:52.593103+00:00
Med. 2 de consumo em rede trifasica (Need),0.02602,3e-05,0.03378,7e-05,222.42,0.31,0.03954,0.00018,0.07081,0.00029,223.42,1.39,0.01921,0.00015,0.02964,0.0002,221.98,0.84,,True,False,False,True,2020-04-19 03:13:11+00:00,2020-04-19 03:14:24.364161+00:00
Med. 2 de consumo em rede trifasica (Need),0.02599,3e-05,0.03371,7e-05,222.41,0.31,0.03936,0.00016,0.07052,0.00026,223.38,1.42,0.01906,6e-05,0.02944,0.0001,222.48,0.48,,True,False,False,True,2020-04-19 03:10:42+00:00,2020-04-19 03:11:55.314423+00:00
Med. 2 de consumo em rede trifasica (Need),0.02596,3e-05,0.03364,8e-05,222.15,0.31,0.0392,0.00021,0.07026,0.00036,223.61,1.45,0.019,6e-05,0.02934,0.0001,222.76,0.47,,True,False,False,True,2020-04-19 03:08:08+00:00,2020-04-19 03:09:21.157923+00:00
Med. 2 de consumo em rede trifasica (Need),0.02593,3e-05,0.03356,7e-05,222.03,0.31,0.03899,0.00016,0.0699,0.00027,223.72,1.41,0.01894,6e-05,0.02924,0.0001,222.74,0.47,,True,False,False,True,2020-04-19 03:05:37+00:00,2020-04-19 03:06:51.127372+00:00
Med. 2 de consumo em rede trifasica (Need),0.0259,3e-05,0.03349,7e-05,222.33,0.31,0.03883,0.00017,0.06963,0.00039,223.56,1.5,0.01888,6e-05,0.02914,0.0001,222.52,0.47,,True,False,False,True,2020-04-19 03:03:07+00:00,2020-04-19 03:04:17.787769+00:00
Med. 2 de consumo em rede trifasica (Need),0.02587,3e-05,0.03342,7e-05,222.13,0.31,0.03866,0.00018,0.06924,0.0003,223.37,1.43,0.01882,6e-05,0.02904,0.0001,222.56,0.48,,True,False,False,True,2020-04-19 03:00:36+00:00,2020-04-19 03:01:46.907058+00:00
Med. 2 de consumo em rede trifasica (Need),0.02584,3e-05,0.03335,7e-05,221.34,0.31,0.03848,0.00017,0.06894,0.00029,223.28,1.44,0.01876,6e-05,0.02894,0.0001,222.65,0.48,,True,False,False,True,2020-04-19 02:58:06+00:00,2020-04-19 02:59:20.355468+00:00
Med. 2 de consumo em rede trifasica (Need),0.02581,3e-05,0.03328,7e-05,221.4,0.31,0.03831,0.00016,0.06865,0.00025,223.61,1.44,0.0187,6e-05,0.02884,0.0001,222.45,0.48,,True,False,False,True,2020-04-19 02:55:33+00:00,2020-04-19 02:56:46.661043+00:00
Med. 2 de consumo em rede trifasica (Need),0.02578,3e-05,0.03321,7e-05,222.35,0.31,0.03815,0.00019,0.0684,0.00033,223.42,1.42,0.01864,6e-05,0.02874,0.0001,222.33,0.47,,True,False,False,True,2020-04-19 02:53:03+00:00,2020-04-19 02:54:16.262960+00:00
Med. 2 de consumo em rede trifasica (Need),0.02575,3e-05,0.03314,7e-05,221.54,0.31,0.03796,0.00021,0.06807,0.00036,223.58,1.44,0.01858,7e-05,0.02864,0.0001,222.45,0.47,,True,False,False,True,2020-04-19 02:50:32+00:00,2020-04-19 02:51:42.952124+00:00
Med. 2 de consumo em rede trifasica (Need),0.02572,3e-05,0.03307,7e-05,221.93,0.31,0.03775,0.00017,0.06771,0.00041,223.73,1.38,0.01851,6e-05,0.02854,0.0001,222.44,0.47,,True,False,False,True,2020-04-19 02:48:02+00:00,2020-04-19 02:49:14.850283+00:00
Med. 2 de consumo em rede trifasica (Need),0.02569,3e-05,0.033,7e-05,222.18,0.31,0.03758,0.00017,0.0673,0.00037,223.68,1.55,0.01845,6e-05,0.02844,0.00011,222.33,0.47,,True,False,False,True,2020-04-19 02:45:31+00:00,2020-04-19 02:46:44.527271+00:00
Med. 2 de consumo em rede trifasica (Need),0.02566,3e-05,0.03293,7e-05,222.31,0.31,0.03741,0.0002,0.06693,0.00042,223.28,1.48,0.01839,6e-05,0.02833,0.0001,222.09,0.48,,True,False,False,True,2020-04-19 02:42:58+00:00,2020-04-19 02:44:14.703075+00:00
Med. 2 de consumo em rede trifasica (Need),0.02563,3e-05,0.03286,7e-05,222.05,0.31,0.03721,0.00019,0.06651,0.00032,223.33,1.47,0.01833,6e-05,0.02823,0.0001,221.92,0.48,,True,False,False,True,2020-04-19 02:40:25+00:00,2020-04-19 02:41:37.510726+00:00
